,player_name,player_age,Total_kills,Headshot_in_%,Total_deaths,Kills_deaths,Damage_in_Round,Grenade_dmg_in_Round,Maps_played,Rounds_played,Kills_in_round,Assists_in_round,Deaths_in_round,Saved_by_teammate_in_round,Saved_teammates_in_round,Rating
88,keiz,20.0,3184,27.9,2530,1.26,74.1,2.6,159,4342,0.73,0.1,0.58,0.08,0.11,1.15
89,erkaSt,26.0,17206,50.2,14702,1.17,83.4,5.0,859,22286,0.77,0.15,0.66,0.09,0.09,1.18
90,z4kr,19.0,5225,44.4,4486,1.16,80.8,2.1,253,6752,0.77,0.12,0.66,0.1,0.12,1.18
91,Pacman,25.0,1420,52.5,1226,1.16,82.6,5.7,74,1860,0.76,0.14,0.66,0.09,0.11,1.15
92,deoxiDE,26.0,2571,38.1,2159,1.19,83.6,5.7,136,3439,0.75,0.18,0.63,0.09,0.11,1.12
93,zevy,20.0,3917,31.8,3273,1.2,74.8,2.7,194,5199,0.75,0.09,0.63,0.09,0.1,1.14
94,xsepower,23.0,21983,24.8,17619,1.25,73.0,2.1,1127,30241,0.73,0.08,0.58,0.07,0.08,1.16
95,prelideN,22.0,2335,53.4,2149,1.09,86.0,2.8,111,2898,0.81,0.14,0.74,0.1,0.09,1.12
96,Darloosh,29.0,404,44.1,368,1.1,78.8,5.8,24,547,0.74,0.13,0.67,0.09,0.12,1.08
97,jOELZ,26.0,4961,38.8,4241,1.17,83.2,4.3,247,6433,0.77,0.14,0.66,0.09,0.09,1.12
98,liTTle,33.0,9317,27.7,7766,1.2,78.5,2.6,457,12154,0.77,0.1,0.64,0.07,0.09,1.12
99,ANa,22.0,1601,28.0,1380,1.16,78.6,2.0,81,2088,0.77,0.13,0.66,0.11,0.14,1.15
100,INS,23.0,17341,42.4,14832,1.17,85.5,8.4,901,22874,0.76,0.17,0.65,0.1,0.09,1.19
101,dream3r,24.0,21338,50.2,17601,1.21,77.5,3.2,1098,28590,0.75,0.12,0.62,0.08,0.11,1.12
102,image,28.0,693,25.0,601,1.15,69.7,1.6,36,894,0.78,0.1,0.67,0.11,0.08,1.12
103,cath,31.0,3082,43.2,2677,1.15,86.5,4.4,160,3977,0.77,0.17,0.67,0.11,0.12,1.12
104,chelleos,21.0,10470,32.0,9174,1.14,83.9,4.1,521,13460,0.78,0.13,0.68,0.1,0.09,1.19
105,kNgV-,29.0,16548,32.7,14142,1.17,78.5,2.1,827,21606,0.77,0.1,0.65,0.08,0.09,1.12
106,ropz,22.0,20366,52.0,16951,1.2,79.0,2.5,1041,27454,0.74,0.11,0.62,0.07,0.09,1.15
107,f0rsakeN,17.0,2116,51.7,1880,1.13,87.0,4.6,104,2684,0.79,0.15,0.7,0.11,0.12,1.19
108,Jamppi,20.0,10302,31.8,8894,1.16,78.2,2.8,503,13449,0.77,0.1,0.66,0.08,0.09,1.15
109,GooseBreeder,26.0,2962,43.8,2519,1.18,83.9,5.2,158,3886,0.76,0.17,0.65,0.11,0.13,1.12
110,Jabz,25.0,1761,59.2,1516,1.16,81.9,3.4,86,2262,0.78,0.13,0.67,0.11,0.14,1.16
111,wrath,20.0,10634,50.1,9395,1.13,83.9,3.5,525,13568,0.78,0.14,0.69,0.11,0.14,1.12
112,Pluto,24.0,1158,52.1,1015,1.14,85.5,6.3,56,1482,0.78,0.12,0.68,0.09,0.1,1.16
113,CigaretteS,25.0,4131,45.5,3581,1.15,83.0,5.7,207,5417,0.76,0.14,0.66,0.08,0.09,1.15
114,Twistzz,22.0,24675,62.4,20917,1.18,77.0,3.3,1280,33527,0.74,0.11,0.62,0.1,0.12,1.11
115,Vexite,17.0,5589,57.4,4921,1.14,83.1,4.9,286,7277,0.77,0.14,0.68,0.11,0.12,1.17
116,NEOFRAG,20.0,11211,48.7,9877,1.14,86.9,8.5,550,14663,0.76,0.16,0.67,0.1,0.12,1.19
117,Luken,24.0,4596,56.1,3929,1.17,81.4,3.3,239,6097,0.75,0.13,0.64,0.09,0.11,1.16
118,PTC,23.0,9304,36.1,7896,1.18,76.9,2.0,476,12393,0.75,0.1,0.64,0.08,0.09,1.14
120,WeZ,23.0,709,55.6,618,1.15,82.6,3.6,37,927,0.76,0.14,0.67,0.09,0.11,1.17
121,oSee,22.0,19759,31.8,16557,1.19,77.0,2.9,1021,26491,0.75,0.11,0.63,0.11,0.13,1.16
122,GuardiaN,30.0,30375,29.6,25564,1.19,71.9,2.8,1568,41069,0.74,0.11,0.62,0.08,0.09,1.11
123,aLx-,31.0,1116,45.8,955,1.17,76.2,3.4,61,1502,0.74,0.15,0.64,0.09,0.1,1.11
124,ZELIN,28.0,6524,47.3,5668,1.15,81.0,4.1,322,8462,0.77,0.13,0.67,0.09,0.12,1.11
125,splashske,22.0,14145,38.4,12334,1.15,78.5,3.5,722,18651,0.76,0.11,0.66,0.09,0.09,1.11
126,matusik,19.0,499,30.7,425,1.17,76.5,0.7,26,679,0.73,0.09,0.63,0.08,0.09,1.17
127,jeyN,23.0,2562,44.9,2217,1.16,79.1,2.7,122,3354,0.76,0.12,0.66,0.09,0.12,1.13
128,m1tch,26.0,2303,45.9,2018,1.14,82.8,4.3,110,2958,0.78,0.13,0.68,0.1,0.1,1.14
129,CeRq,22.0,22109,27.8,18682,1.18,74.5,2.3,1155,29984,0.74,0.1,0.62,0.1,0.11,1.15
130,f0rest,33.0,39496,51.6,33827,1.17,76.7,3.7,2009,52085,0.76,0.12,0.65,0.09,0.1,1.11
131,Marin,23.0,672,45.8,598,1.12,85.4,3.9,33,864,0.78,0.14,0.69,0.08,0.11,1.17
132,way2sexy,24.0,423,45.9,370,1.14,82.9,2.1,21,540,0.78,0.14,0.69,0.09,0.13,1.17
133,Brehze,23.0,22241,52.1,19467,1.14,80.7,2.5,1120,29166,0.76,0.12,0.67,0.1,0.12,1.11
134,traNz,24.0,827,57.8,714,1.16,80.6,1.8,43,1090,0.76,0.1,0.66,0.08,0.1,1.12
135,ottoNd,24.0,16021,26.8,13514,1.19,76.3,3.3,821,21662,0.74,0.11,0.62,0.09,0.11,1.15
136,poizon,23.0,20839,33.6,17942,1.16,78.3,3.8,1062,28152,0.74,0.12,0.64,0.09,0.1,1.15
137,havoK,29.0,4802,54.4,4221,1.14,81.8,3.2,237,6247,0.77,0.13,0.68,0.1,0.12,1.11
138,Shr,20.0,744,49.5,683,1.09,84.1,3.0,36,951,0.78,0.13,0.72,0.09,0.1,1.12
139,asap,18.0,4131,53.8,3620,1.14,83.9,4.9,206,5326,0.78,0.14,0.68,0.08,0.1,1.15
140,Infinite,23.0,15528,50.8,13526,1.15,81.2,4.8,796,20774,0.75,0.14,0.65,0.1,0.11,1.16
141,saveeey,30.0,2687,28.5,2375,1.13,82.1,3.1,141,3553,0.76,0.13,0.67,0.08,0.11,1.11
144,Nivera,20.0,3762,48.3,3196,1.18,74.7,3.0,192,5130,0.73,0.11,0.62,0.1,0.11,1.12
145,crazyguy,25.0,3508,35.6,3097,1.13,82.2,4.2,184,4594,0.76,0.13,0.67,0.09,0.09,1.11
146,zorte,23.0,12062,36.9,10120,1.19,74.8,2.6,617,16476,0.73,0.09,0.61,0.09,0.11,1.15
147,DeathMakeR,23.0,2070,56.9,1826,1.13,80.4,3.0,105,2717,0.76,0.12,0.67,0.11,0.15,1.16
148,wippie,22.0,2282,38.0,1923,1.19,78.2,3.9,116,3030,0.75,0.11,0.63,0.08,0.12,1.13
149,FREDDyFROG,28.0,23641,40.3,20056,1.18,80.3,3.9,1202,32041,0.74,0.14,0.63,0.09,0.11,1.11
150,nTK,20.0,391,47.8,338,1.16,81.6,3.2,21,523,0.75,0.12,0.65,0.09,0.1,1.16
151,TenZ,20.0,7931,51.3,7092,1.12,82.4,3.2,401,10399,0.76,0.14,0.68,0.1,0.12,1.15
152,xeta,24.0,6488,41.1,5570,1.16,79.9,3.9,351,8823,0.74,0.13,0.63,0.11,0.12,1.17
153,ekul,26.0,8482,36.9,7505,1.13,80.6,2.9,428,11069,0.77,0.12,0.68,0.08,0.09,1.15
154,ewjerkz,21.0,829,46.1,745,1.11,83.5,7.0,41,1102,0.75,0.17,0.68,0.11,0.12,1.16
155,Olivia,24.0,12279,37.0,10714,1.15,78.5,2.4,634,16189,0.76,0.11,0.66,0.08,0.09,1.13
156,detinate,31.0,670,41.0,582,1.15,86.9,5.1,37,905,0.74,0.16,0.64,0.1,0.13,1.1
157,HEN1,26.0,19092,28.6,15669,1.22,74.8,3.8,1037,26952,0.71,0.12,0.58,0.08,0.09,1.1
158,zEptonL,26.0,2415,50.8,2154,1.12,85.7,5.1,117,3082,0.78,0.15,0.7,0.11,0.12,1.1
159,bizinha,23.0,639,46.9,577,1.11,84.2,3.1,34,830,0.77,0.16,0.7,0.12,0.11,1.17
160,FpSSS,23.0,2851,29.1,2426,1.18,77.4,2.4,145,3841,0.74,0.11,0.63,0.08,0.09,1.14
161,mertz,23.0,19077,32.5,16483,1.16,77.4,2.4,955,25333,0.75,0.1,0.65,0.1,0.1,1.1
162,Izzy,20.0,2206,29.0,1878,1.17,76.0,2.9,113,3003,0.73,0.11,0.63,0.08,0.1,1.14
163,Nami,24.0,3860,29.0,3384,1.14,76.2,1.7,199,5201,0.74,0.11,0.65,0.1,0.11,1.1
164,Grande,25.0,664,63.4,606,1.1,86.4,3.7,33,845,0.79,0.13,0.72,0.09,0.08,1.16
165,dexter,27.0,17512,48.8,15352,1.14,82.1,5.2,908,23293,0.75,0.14,0.66,0.09,0.1,1.1
166,WARDELL,23.0,11627,27.2,9979,1.17,74.2,2.1,609,15901,0.73,0.1,0.63,0.09,0.1,1.13
167,Calyx,23.0,18901,56.5,16188,1.17,78.5,3.6,984,25630,0.74,0.12,0.63,0.09,0.1,1.1
168,n0iZ,28.0,579,42.0,514,1.13,76.9,4.1,30,777,0.75,0.1,0.66,0.08,0.11,1.11
169,hades,21.0,9493,29.9,8039,1.18,74.8,2.3,477,12815,0.74,0.09,0.63,0.07,0.08,1.13
170,swag,25.0,10527,49.5,8898,1.18,77.6,4.7,556,14447,0.73,0.14,0.62,0.08,0.09,1.1
171,dgt,20.0,6882,50.4,5820,1.18,77.1,3.3,359,9427,0.73,0.12,0.62,0.09,0.12,1.14
172,mir,25.0,19402,52.2,16868,1.15,81.3,5.0,980,25665,0.76,0.13,0.66,0.1,0.12,1.1
173,tarik,31.0,393,42.7,325,1.21,82.1,6.4,21,527,0.75,0.15,0.62,0.13,0.09,1.1
174,nawwk,24.0,14902,35.9,12641,1.18,74.0,2.8,756,20188,0.74,0.1,0.63,0.09,0.11,1.12
175,ProMise9k,31.0,441,40.8,384,1.15,83.1,6.6,25,598,0.74,0.18,0.64,0.11,0.13,1.18
176,Emy,21.0,1789,46.5,1567,1.14,82.0,2.8,95,2339,0.76,0.17,0.67,0.14,0.13,1.18
177,aliStair,23.0,18804,35.2,16072,1.17,76.3,3.3,1012,25730,0.73,0.12,0.62,0.09,0.08,1.15
178,electronic,23.0,24419,50.6,21407,1.14,83.1,4.5,1238,32623,0.75,0.14,0.66,0.09,0.1,1.1
179,witz,26.0,6416,29.1,5485,1.17,76.7,3.4,336,8746,0.73,0.11,0.63,0.09,0.11,1.15
180,HaZR,20.0,13739,56.0,12318,1.12,81.8,4.4,711,18199,0.75,0.14,0.68,0.11,0.11,1.15
181,Zac,27.0,2464,45.0,2172,1.13,80.6,2.2,130,3264,0.75,0.17,0.67,0.11,0.12,1.1
182,wArpAtH,33.0,652,40.2,589,1.11,78.7,3.9,33,857,0.76,0.13,0.69,0.11,0.16,1.1
183,h4rn,21.0,9651,29.2,8159,1.18,73.9,3.3,504,13414,0.72,0.1,0.61,0.09,0.09,1.13
184,mini,22.0,6269,57.6,5628,1.11,79.3,2.4,318,8292,0.76,0.11,0.68,0.09,0.11,1.1
185,moose,23.0,14503,44.1,12528,1.16,79.2,2.0,752,19559,0.74,0.12,0.64,0.08,0.09,1.14
186,Farlig,22.0,12571,33.4,10842,1.16,72.9,2.3,644,17189,0.73,0.09,0.63,0.09,0.1,1.12
187,forsyy,20.0,3565,30.9,3074,1.16,77.0,3.8,179,4835,0.74,0.11,0.64,0.08,0.1,1.14
188,xccurate,23.0,13120,31.3,11416,1.15,74.2,1.9,687,17816,0.74,0.1,0.64,0.1,0.1,1.1
189,Ax1Le,19.0,16738,49.3,14461,1.16,80.1,5.1,868,23033,0.73,0.14,0.63,0.09,0.1,1.15
190,lollipop21k,25.0,22736,49.2,20211,1.12,82.3,3.6,1125,30111,0.76,0.13,0.67,0.09,0.1,1.14
191,allu,29.0,31189,28.6,26876,1.16,75.0,3.7,1607,42077,0.74,0.11,0.64,0.08,0.09,1.09
192,mixwell,26.0,16275,38.1,14364,1.13,79.5,5.7,840,21804,0.75,0.13,0.66,0.1,0.1,1.09
193,SNk,25.0,4511,55.6,4008,1.13,82.7,5.3,224,5918,0.76,0.13,0.68,0.07,0.1,1.09
194,famouz,23.0,445,45.6,395,1.13,81.5,3.5,23,594,0.75,0.14,0.66,0.07,0.11,1.11
195,varK,24.0,500,33.0,441,1.13,73.5,2.8,25,668,0.75,0.09,0.66,0.1,0.1,1.11
196,bruninho,18.0,679,55.7,602,1.13,79.9,5.0,34,906,0.75,0.12,0.66,0.1,0.11,1.13
197,ZesBeeW,22.0,959,38.7,860,1.12,82.9,2.3,49,1243,0.77,0.13,0.69,0.11,0.12,1.14
198,floppy,21.0,14413,49.3,12780,1.13,81.6,3.0,738,19350,0.74,0.14,0.66,0.11,0.14,1.16
199,MagnumZ,20.0,540,34.1,488,1.11,81.8,4.9,26,710,0.76,0.11,0.69,0.07,0.1,1.1
200,dumau,18.0,7516,41.5,6406,1.17,79.2,4.6,385,10264,0.73,0.13,0.62,0.09,0.11,1.15
202,tory,23.0,676,46.4,597,1.13,82.2,3.3,34,901,0.75,0.15,0.66,0.12,0.13,1.16
203,KQLY,31.0,4767,41.7,4243,1.12,74.2,2.4,250,6394,0.75,0.12,0.66,0.09,0.1,1.09
204,mezii,23.0,8606,49.6,7471,1.15,80.9,5.3,434,11822,0.73,0.14,0.63,0.09,0.12,1.15
205,dispenser,27.0,3713,50.5,3433,1.08,86.7,3.7,188,4793,0.77,0.15,0.72,0.1,0.11,1.09
206,Krimbo,19.0,4685,52.1,4115,1.14,79.6,6.3,238,6291,0.74,0.11,0.65,0.07,0.1,1.12
207,GeT_RiGhT,31.0,33271,49.3,28973,1.15,76.6,4.4,1745,45030,0.74,0.15,0.64,0.09,0.08,1.09
208,Egoist,20.0,927,43.4,810,1.14,79.8,4.1,48,1251,0.74,0.12,0.65,0.11,0.15,1.16
209,JUGi,24.0,17527,27.8,14851,1.18,74.1,2.4,940,24427,0.72,0.1,0.61,0.08,0.1,1.09
210,kutter,33.0,740,45.0,665,1.11,75.9,4.4,41,991,0.75,0.14,0.67,0.06,0.05,1.09
211,znx,20.0,2043,32.2,1686,1.21,69.2,2.1,110,2928,0.7,0.07,0.58,0.09,0.1,1.11
212,gizie,21.0,475,59.6,430,1.1,82.8,2.1,23,602,0.79,0.13,0.71,0.12,0.15,1.12
213,Cooper,27.0,13903,32.1,12011,1.16,73.8,2.1,730,18932,0.73,0.09,0.63,0.09,0.1,1.12
214,syrsoN,25.0,31439,29.8,27225,1.15,74.3,2.4,1621,42987,0.73,0.1,0.63,0.08,0.09,1.09
215,dennyslaw,22.0,19510,31.9,17029,1.15,75.5,2.9,986,26487,0.74,0.1,0.64,0.08,0.1,1.12
216,faveN,21.0,24932,54.4,21918,1.14,79.1,3.3,1258,33574,0.74,0.12,0.65,0.1,0.12,1.14
217,PALM1,24.0,3447,42.0,3183,1.08,84.5,4.1,165,4474,0.77,0.13,0.71,0.07,0.09,1.14
218,PwnAlone,30.0,15210,32.0,13282,1.15,76.1,3.2,802,20978,0.73,0.12,0.63,0.1,0.1,1.14
219,Sonic,23.0,17758,46.6,15541,1.14,78.5,4.3,940,24238,0.73,0.13,0.64,0.11,0.12,1.09
220,Stylahhhhh,31.0,1845,38.6,1702,1.08,85.7,5.6,95,2419,0.76,0.17,0.7,0.1,0.11,1.09
221,zehN,30.0,20665,46.0,18281,1.13,80.3,7.7,1073,28305,0.73,0.14,0.65,0.08,0.09,1.09
222,ZOREE,28.0,31695,32.2,27259,1.16,73.7,3.7,1653,43900,0.72,0.1,0.62,0.08,0.1,1.09
223,gas,25.0,8850,60.3,8155,1.09,82.3,2.1,435,11363,0.78,0.12,0.72,0.09,0.12,1.12
224,biguzera,24.0,9717,51.9,8449,1.15,80.7,5.2,503,13393,0.73,0.15,0.63,0.1,0.1,1.15
225,ryx,28.0,9797,36.3,8616,1.14,83.7,3.6,491,12856,0.76,0.16,0.67,0.09,0.12,1.09
226,BL1TZ,29.0,13957,43.0,12329,1.13,75.2,2.4,732,18819,0.74,0.1,0.66,0.08,0.09,1.1
227,keeyto,19.0,3941,45.3,3499,1.13,82.5,3.5,202,5211,0.76,0.13,0.67,0.08,0.12,1.13
228,elllement,23.0,1032,46.1,889,1.16,79.2,4.3,50,1358,0.76,0.13,0.65,0.09,0.12,1.13
229,ScreaM,27.0,27501,68.1,24396,1.13,79.1,3.3,1430,37087,0.74,0.12,0.66,0.1,0.11,1.09
230,cynic,21.0,10600,40.9,9281,1.14,80.9,5.3,550,14270,0.74,0.14,0.65,0.1,0.12,1.14
231,junior,21.0,7505,29.4,6318,1.19,71.9,2.2,403,10510,0.71,0.09,0.6,0.08,0.09,1.12
232,NAF,24.0,28554,41.9,24754,1.15,81.3,5.7,1497,39283,0.73,0.15,0.63,0.1,0.11,1.09
233,nython,24.0,8106,39.0,7133,1.14,76.9,2.2,405,10816,0.75,0.11,0.66,0.09,0.1,1.13
234,Antidote,25.0,1664,34.9,1437,1.16,73.7,1.8,88,2275,0.73,0.09,0.63,0.09,0.09,1.12
235,LK,21.0,581,44.9,520,1.12,81.1,3.4,29,782,0.74,0.15,0.66,0.08,0.09,1.16
236,Magisk,23.0,25220,47.5,22006,1.15,79.9,5.6,1325,34833,0.72,0.15,0.63,0.09,0.1,1.09
238,VORTEX,26.0,476,47.1,421,1.13,79.5,2.4,24,618,0.77,0.12,0.68,0.08,0.11,1.13
239,k0nfig,24.0,28772,55.8,26328,1.09,81.2,2.8,1443,38136,0.75,0.13,0.69,0.1,0.1,1.09
240,exit,25.0,11461,45.2,9818,1.17,78.4,4.8,622,15947,0.72,0.14,0.62,0.1,0.12,1.13
241,dupreeh,28.0,35731,50.6,31422,1.14,77.5,3.2,1867,48561,0.74,0.14,0.65,0.09,0.09,1.09
242,nex,29.0,21063,51.5,18628,1.13,78.8,4.7,1074,28389,0.74,0.15,0.66,0.1,0.12,1.09
243,EliGE,24.0,30368,49.1,27497,1.1,83.5,4.1,1536,40235,0.75,0.16,0.68,0.1,0.12,1.09
244,valde,26.0,23506,46.8,20748,1.13,80.2,4.9,1203,31927,0.74,0.14,0.65,0.1,0.1,1.09
245,Karam1L,23.0,982,35.4,867,1.13,77.1,2.4,50,1302,0.75,0.09,0.67,0.09,0.11,1.13
246,Attacker,24.0,23336,46.5,20684,1.13,79.6,2.3,1212,31160,0.75,0.14,0.66,0.11,0.12,1.09
247,husK,23.0,2300,47.9,2150,1.07,83.5,3.2,117,2954,0.78,0.12,0.73,0.09,0.11,1.12
248,s4,20.0,4333,36.4,3764,1.15,71.3,2.4,227,6061,0.71,0.08,0.62,0.09,0.1,1.12
249,Machinegun,31.0,7954,49.9,7277,1.09,81.4,3.1,410,10450,0.76,0.13,0.7,0.08,0.09,1.08
250,Sayf,20.0,6900,41.7,6216,1.11,77.7,2.4,346,9334,0.74,0.12,0.67,0.11,0.12,1.08
251,nukkye,24.0,11227,39.2,9897,1.13,78.3,2.6,592,15492,0.72,0.12,0.64,0.08,0.09,1.12
252,Summer,24.0,23036,48.8,20204,1.14,80.2,5.6,1219,31382,0.73,0.14,0.64,0.09,0.09,1.08
253,history,17.0,517,35.8,441,1.17,71.4,2.0,27,732,0.71,0.09,0.6,0.08,0.1,1.1
254,Hatz,23.0,16613,50.9,14556,1.14,77.9,5.0,902,22985,0.72,0.14,0.63,0.1,0.11,1.14
255,astaRR,30.0,1384,42.6,1293,1.07,86.6,2.7,73,1802,0.77,0.16,0.72,0.08,0.07,1.08
256,Xeppaa,21.0,7145,53.7,6442,1.11,79.5,3.7,367,9519,0.75,0.14,0.68,0.11,0.14,1.13
257,XotiC,20.0,6758,37.3,6028,1.12,77.5,2.7,341,9024,0.75,0.11,0.67,0.1,0.11,1.13
258,REOVA,23.0,2779,30.6,2448,1.14,75.8,3.5,145,3775,0.74,0.12,0.65,0.1,0.11,1.11
259,potter,35.0,2222,26.1,1997,1.11,75.8,4.9,119,2979,0.75,0.14,0.67,0.11,0.09,1.08
260,Spinx,21.0,6333,58.6,5631,1.12,78.0,3.4,327,8654,0.73,0.11,0.65,0.09,0.1,1.12
261,YESican,24.0,577,44.0,544,1.06,79.6,2.6,31,796,0.72,0.13,0.68,0.11,0.11,1.11
262,gxx-,22.0,4969,30.2,4215,1.18,70.7,2.4,263,7020,0.71,0.09,0.6,0.08,0.1,1.09
263,SNAPPLE,30.0,455,45.1,415,1.1,84.8,4.7,22,585,0.78,0.14,0.71,0.11,0.1,1.08
264,fer,30.0,26474,45.0,23891,1.11,83.0,4.9,1352,35255,0.75,0.15,0.68,0.09,0.08,1.08
265,cool4st,19.0,1568,43.0,1404,1.12,74.4,2.9,79,2161,0.73,0.1,0.65,0.1,0.1,1.12
266,ObZen,23.0,3507,35.7,3049,1.15,73.5,4.7,188,4879,0.72,0.11,0.62,0.09,0.12,1.11
267,SloWye,27.0,1631,32.4,1510,1.08,81.7,4.4,81,2150,0.76,0.13,0.7,0.08,0.08,1.13
268,Savage,32.0,15647,37.0,13721,1.14,78.2,5.5,836,21434,0.73,0.13,0.64,0.09,0.09,1.08
269,felps,25.0,19242,43.9,17626,1.09,84.7,3.5,984,25194,0.76,0.16,0.7,0.1,0.09,1.08
270,DJOXiC,29.0,9002,29.8,7798,1.15,73.0,2.9,489,12531,0.72,0.1,0.62,0.09,0.1,1.08
271,Detrony,31.0,7633,34.7,6771,1.13,77.4,4.4,412,10449,0.73,0.13,0.65,0.1,0.09,1.08
272,fANDER,22.0,544,29.8,465,1.17,76.1,1.9,29,746,0.73,0.1,0.62,0.06,0.1,1.1
273,fakzwall,21.0,1779,39.1,1584,1.12,75.4,3.0,92,2441,0.73,0.09,0.65,0.09,0.11,1.1
274,Marix,18.0,559,52.1,533,1.05,82.6,4.2,28,734,0.76,0.13,0.73,0.11,0.13,1.12
275,keev,30.0,11408,29.1,10191,1.12,73.6,2.8,594,15524,0.73,0.09,0.66,0.08,0.08,1.08
276,D0cC,21.0,1758,39.4,1549,1.13,76.3,1.6,85,2376,0.74,0.1,0.65,0.09,0.12,1.11
277,sergej,19.0,14855,48.2,13039,1.14,79.3,4.0,776,20425,0.73,0.14,0.64,0.1,0.11,1.13
278,LaffyTs,22.0,1013,50.2,908,1.12,80.0,4.9,50,1360,0.74,0.13,0.67,0.1,0.09,1.13
279,clone,19.0,403,53.6,361,1.12,76.1,2.8,22,543,0.74,0.09,0.66,0.08,0.14,1.09
280,Koalanoob,18.0,450,45.6,429,1.05,81.5,3.1,23,583,0.77,0.15,0.74,0.14,0.15,1.1
281,zboub,32.0,339,37.5,285,1.19,71.4,2.5,20,501,0.68,0.11,0.57,0.06,0.08,1.08
282,refinnej,24.0,1779,47.7,1604,1.11,79.1,3.6,100,2450,0.73,0.15,0.65,0.12,0.12,1.14
283,reCALEEEED,26.0,387,50.4,345,1.12,77.0,5.2,20,525,0.74,0.14,0.66,0.1,0.15,1.11
284,draken,26.0,19552,31.0,17098,1.14,74.6,2.1,1028,27086,0.72,0.1,0.63,0.08,0.08,1.08
285,FL1T,21.0,23330,47.0,20627,1.13,80.4,4.2,1178,31795,0.73,0.13,0.65,0.09,0.11,1.13
286,ShahZaM,28.0,18509,34.0,16451,1.13,74.8,2.4,966,25252,0.73,0.1,0.65,0.09,0.1,1.08
288,meyern,19.0,7806,54.2,7082,1.1,77.2,3.4,411,10666,0.73,0.11,0.66,0.1,0.13,1.11
289,ptr,31.0,20641,25.9,17880,1.15,73.5,3.4,1113,29154,0.71,0.11,0.61,0.09,0.1,1.08
290,jayzaR,24.0,10382,36.3,9429,1.1,79.1,3.5,525,13870,0.75,0.12,0.68,0.09,0.1,1.08
292,hemzk9,24.0,1938,42.4,1708,1.13,76.1,2.7,101,2664,0.73,0.11,0.64,0.09,0.11,1.12
293,KmZ,21.0,3726,35.7,3470,1.07,77.3,3.0,194,4991,0.75,0.11,0.7,0.08,0.11,1.1
294,Impulse,25.0,13405,35.9,11911,1.13,76.1,3.7,702,18581,0.72,0.12,0.64,0.1,0.11,1.12
296,shox,29.0,37691,48.9,33768,1.12,75.8,2.9,1953,51231,0.74,0.12,0.66,0.08,0.08,1.08
297,Papichulo,24.0,6248,52.2,5607,1.11,79.2,3.4,330,8596,0.73,0.14,0.65,0.11,0.11,1.15
299,CERIIZZN,27.0,1305,36.8,1176,1.11,76.0,2.4,70,1773,0.74,0.14,0.66,0.1,0.06,1.08
300,autimatic,25.0,21839,44.1,19561,1.12,79.6,3.7,1122,29309,0.75,0.13,0.67,0.1,0.1,1.08
301,kiLLeRa,24.0,558,59.0,523,1.07,75.8,3.8,29,756,0.74,0.1,0.69,0.09,0.1,1.07
302,trk,26.0,14005,48.1,12558,1.12,80.1,5.0,730,19123,0.73,0.15,0.66,0.12,0.13,1.15
303,MICHU,24.0,32421,50.4,29537,1.1,80.3,3.7,1656,43414,0.75,0.13,0.68,0.09,0.1,1.08
304,mausi,25.0,406,29.1,352,1.15,76.9,4.0,22,564,0.72,0.13,0.62,0.08,0.1,1.12
305,Inseaniac,21.0,3666,29.8,3342,1.1,77.8,2.5,183,4897,0.75,0.12,0.68,0.09,0.11,1.11
306,NaToSaphiX,25.0,17481,36.8,15044,1.16,72.0,3.1,929,24808,0.7,0.1,0.61,0.09,0.1,1.08
307,ketchup,31.0,858,37.9,778,1.1,77.5,3.6,46,1178,0.73,0.12,0.66,0.08,0.13,1.08
308,Nksu,24.0,594,25.3,563,1.06,80.0,2.1,30,769,0.77,0.11,0.73,0.07,0.11,1.08
309,pz,22.0,6988,29.7,6198,1.13,75.7,5.3,374,9785,0.71,0.11,0.63,0.1,0.1,1.12
310,Trayder,25.0,443,41.1,395,1.12,80.8,1.1,23,590,0.75,0.11,0.67,0.08,0.06,1.14
311,slaxz-,23.0,14845,29.6,13025,1.14,72.8,3.0,776,20938,0.71,0.1,0.62,0.09,0.09,1.11
312,reezk,25.0,618,33.7,538,1.15,71.9,1.5,34,877,0.7,0.09,0.61,0.09,0.09,1.08
313,hAdji,26.0,21158,49.0,18994,1.11,79.9,4.1,1094,28828,0.73,0.13,0.66,0.1,0.12,1.07
314,Rickeh,30.0,17402,37.6,15076,1.15,77.3,5.2,938,24573,0.71,0.13,0.61,0.08,0.09,1.07
315,meesHa,28.0,645,29.6,558,1.16,74.9,3.0,34,900,0.72,0.1,0.62,0.06,0.09,1.07
316,JOTA,23.0,5867,41.4,5227,1.12,81.6,6.1,313,8125,0.72,0.16,0.64,0.1,0.1,1.14
317,KllyVe,28.0,2804,36.8,2538,1.1,79.1,4.0,149,3828,0.73,0.17,0.66,0.1,0.1,1.07
318,hallzerk,21.0,13236,34.6,11919,1.11,74.4,3.0,672,18198,0.73,0.1,0.65,0.09,0.11,1.11
319,dycha,24.0,13538,54.2,12392,1.09,81.6,4.6,688,18439,0.73,0.14,0.67,0.09,0.09,1.13
320,tw1ggy,25.0,509,47.9,464,1.1,82.6,3.4,26,676,0.75,0.14,0.69,0.11,0.15,1.14
321,mimi,24.0,2961,50.7,2700,1.1,80.4,3.4,170,4029,0.73,0.16,0.67,0.1,0.11,1.07
