,player_name,player_age,Total_kills,Headshot_in_%,Total_deaths,Kills_deaths,Damage_in_Round,Grenade_dmg_in_Round,Maps_played,Rounds_played,Kills_in_round,Assists_in_round,Deaths_in_round,Saved_by_teammate_in_round,Saved_teammates_in_round,Rating
2870,slaYn,30.0,393,44.3,453,0.87,73.6,5.9,26,633,0.62,0.15,0.72,0.1,0.09,0.89
2871,ChurmZ,24.0,489,46.4,562,0.87,72.0,3.8,29,752,0.65,0.13,0.75,0.1,0.1,0.94
2873,AJaxz,21.0,1439,50.4,1642,0.88,72.7,3.7,86,2295,0.63,0.14,0.72,0.1,0.09,0.97
2874,desty,24.0,727,53.0,839,0.87,67.5,2.8,45,1218,0.6,0.13,0.69,0.09,0.08,0.93
2875,Ergasster,20.0,931,52.3,1085,0.86,72.3,4.0,55,1480,0.63,0.14,0.73,0.11,0.09,0.94
2876,kenshex,29.0,2852,42.0,3354,0.85,71.7,3.1,174,4464,0.64,0.14,0.75,0.11,0.08,0.89
2877,majestic,28.0,1174,47.0,1346,0.87,70.5,3.6,72,1859,0.63,0.12,0.72,0.09,0.09,0.93
2878,Polen,25.0,7017,53.3,7995,0.88,69.8,4.3,435,11470,0.61,0.14,0.7,0.1,0.08,0.89
2879,gut0,31.0,1994,48.9,2324,0.86,73.0,2.1,118,3075,0.65,0.13,0.76,0.1,0.11,0.95
2881,FGB,25.0,1329,51.9,1517,0.88,73.0,2.5,75,2037,0.65,0.14,0.74,0.09,0.12,0.89
2882,hugeon,23.0,728,38.3,841,0.87,70.5,2.5,46,1141,0.64,0.11,0.74,0.08,0.1,0.89
2884,synx,28.0,637,44.7,727,0.88,73.1,2.6,41,1027,0.62,0.14,0.71,0.11,0.12,0.89
2885,BishUP,23.0,621,39.9,722,0.86,70.3,3.5,36,973,0.64,0.14,0.74,0.14,0.11,0.95
2886,focs,33.0,1210,39.8,1375,0.88,71.3,3.9,72,1889,0.64,0.15,0.73,0.06,0.08,0.89
2887,medusa,25.0,523,49.9,593,0.88,69.2,4.6,34,844,0.62,0.11,0.7,0.08,0.09,0.91
2890,THE_BEST,21.0,422,46.4,474,0.89,71.9,4.5,24,696,0.61,0.15,0.68,0.1,0.09,0.99
2891,Fishie,24.0,319,41.4,374,0.85,67.7,3.6,20,511,0.62,0.12,0.73,0.1,0.09,0.91
2893,miksu,23.0,672,47.3,774,0.87,68.2,1.6,41,1068,0.63,0.14,0.72,0.11,0.09,0.89
2894,Jada,29.0,588,49.0,670,0.88,71.0,6.0,35,953,0.62,0.16,0.7,0.11,0.07,0.97
2895,LEARSI,19.0,1349,44.3,1537,0.88,70.3,4.5,79,2135,0.63,0.14,0.72,0.12,0.13,0.96
2897,kyj,29.0,913,42.3,1039,0.88,68.2,2.1,58,1475,0.62,0.13,0.7,0.1,0.08,0.95
2898,s1ck,24.0,739,50.3,834,0.89,69.2,3.2,46,1191,0.62,0.14,0.7,0.1,0.1,0.95
2899,DEAD,23.0,975,55.1,1108,0.88,67.1,3.9,63,1609,0.61,0.1,0.69,0.1,0.08,0.93
2900,keeN,32.0,2298,47.5,2606,0.88,66.9,3.8,146,3753,0.61,0.14,0.69,0.07,0.07,0.89
2901,f11,30.0,1548,27.1,1766,0.88,65.7,5.1,99,2556,0.61,0.12,0.69,0.09,0.08,0.93
2903,viltrex,19.0,1080,59.8,1230,0.88,67.7,4.1,65,1742,0.62,0.11,0.71,0.12,0.13,0.96
2904,kakafu,32.0,327,41.9,379,0.86,65.4,2.9,20,553,0.59,0.15,0.69,0.11,0.12,0.95
2905,fbz,22.0,531,38.6,599,0.89,71.3,4.2,31,825,0.64,0.13,0.73,0.11,0.09,0.95
2906,KWERTZZ,20.0,653,61.6,756,0.86,69.6,4.6,39,1041,0.63,0.11,0.73,0.1,0.13,0.93
2908,boco,29.0,1324,29.0,1531,0.86,69.5,2.1,83,2144,0.62,0.16,0.71,0.08,0.08,0.89
2909,lenci,22.0,455,44.6,522,0.87,72.4,5.2,29,725,0.63,0.13,0.72,0.08,0.11,0.94
2910,eneshan,21.0,1213,52.8,1384,0.88,69.2,5.7,77,2002,0.61,0.13,0.69,0.12,0.1,0.96
2911,CEKKA,28.0,887,34.8,1014,0.87,63.8,0.9,57,1500,0.59,0.11,0.68,0.08,0.08,0.91
2912,Strikker,29.0,643,42.8,730,0.88,66.5,4.6,40,1035,0.62,0.13,0.71,0.07,0.07,0.89
2913,oskarJ,28.0,457,46.8,547,0.84,70.8,4.2,28,732,0.62,0.12,0.75,0.08,0.07,0.91
2914,MITHPUTTINI,20.0,409,49.9,463,0.88,65.3,2.7,26,693,0.59,0.11,0.67,0.08,0.08,0.91
2915,PerX,22.0,969,51.7,1108,0.87,73.6,4.5,61,1527,0.63,0.13,0.73,0.11,0.1,0.94
2916,Gux,32.0,791,50.9,902,0.88,69.8,2.4,49,1291,0.61,0.14,0.7,0.12,0.09,0.95
2917,AGN,26.0,888,46.7,1043,0.85,76.0,3.4,52,1368,0.65,0.15,0.76,0.12,0.09,0.97
2918,etl,21.0,797,48.3,927,0.86,72.9,2.9,51,1233,0.65,0.12,0.75,0.09,0.1,0.94
2919,j0der,23.0,431,44.5,503,0.86,66.3,2.8,28,707,0.61,0.13,0.71,0.12,0.1,0.89
2920,thyx,30.0,1046,35.1,1192,0.88,71.4,3.2,66,1682,0.62,0.12,0.71,0.11,0.08,0.89
2921,GekoNs,29.0,836,37.9,916,0.91,65.8,2.0,58,1462,0.57,0.12,0.63,0.11,0.09,0.89
2922,Lemon,24.0,437,49.4,511,0.86,71.9,1.5,26,681,0.64,0.14,0.75,0.16,0.09,0.96
2923,rafa,27.0,425,48.0,485,0.88,66.3,3.2,27,680,0.62,0.11,0.71,0.07,0.14,0.89
2924,ceh9,32.0,2674,58.2,2974,0.9,56.2,8.0,173,4501,0.59,0.13,0.66,0.05,0.0,0.89
2926,FalKen,26.0,853,49.7,983,0.87,70.9,3.8,53,1370,0.62,0.15,0.72,0.11,0.11,0.95
2927,Fat Penguin,25.0,423,43.0,488,0.87,72.7,3.4,25,668,0.63,0.14,0.73,0.13,0.13,0.96
2928,miniature,22.0,844,56.0,983,0.86,74.9,3.6,49,1284,0.66,0.15,0.77,0.12,0.13,0.98
2929,FRiGHT,32.0,603,51.7,699,0.86,73.1,3.2,38,948,0.64,0.15,0.74,0.1,0.07,0.95
2930,file,22.0,408,42.4,473,0.86,76.9,3.1,24,617,0.66,0.13,0.77,0.11,0.12,0.98
2931,jkaz,23.0,745,40.5,864,0.86,69.2,3.0,46,1195,0.62,0.12,0.72,0.1,0.08,0.93
2932,Yvonne,24.0,4005,58.8,4625,0.87,73.4,3.8,244,6276,0.64,0.13,0.74,0.13,0.1,0.97
2935,ShazZ,30.0,436,43.3,501,0.87,62.1,8.0,27,693,0.63,0.15,0.72,0.13,0.08,0.89
2936,ROUX,21.0,1187,55.1,1368,0.87,64.5,3.3,73,1955,0.61,0.12,0.7,0.11,0.11,0.92
2937,ryk,35.0,4469,39.6,5038,0.89,67.7,3.3,288,7297,0.61,0.12,0.69,0.1,0.07,0.89
2938,Raining,24.0,1834,49.9,2065,0.89,71.4,2.1,117,3000,0.61,0.13,0.69,0.1,0.1,0.95
2939,duz,23.0,1167,49.5,1348,0.87,69.6,2.9,75,1873,0.62,0.12,0.72,0.09,0.08,0.92
2940,mattye,28.0,1216,38.7,1416,0.86,73.0,2.7,77,1945,0.63,0.14,0.73,0.1,0.1,0.89
2941,DuckyPanic,24.0,1171,46.2,1380,0.85,68.1,2.8,74,1907,0.61,0.11,0.72,0.09,0.09,0.9
2942,zteeek,22.0,709,39.4,817,0.87,69.8,2.4,44,1127,0.63,0.12,0.72,0.1,0.1,0.93
2943,t3h f4rm3r,31.0,2665,41.3,3072,0.87,69.9,2.5,168,4243,0.63,0.14,0.72,0.08,0.08,0.89
2945,zyh,27.0,636,31.4,721,0.88,59.9,3.3,42,1079,0.59,0.13,0.67,0.12,0.09,0.89
2946,MAXX.,22.0,1582,53.0,1830,0.86,69.4,2.6,94,2542,0.62,0.12,0.72,0.1,0.1,0.94
2947,zero,28.0,420,43.8,484,0.87,71.0,4.5,26,681,0.62,0.12,0.71,0.09,0.1,0.93
2948,Straxx,26.0,2683,31.2,3128,0.86,71.3,4.6,170,4298,0.62,0.14,0.73,0.1,0.08,0.94
2949,Egor K.,26.0,935,50.8,1077,0.87,74.3,5.1,60,1511,0.62,0.16,0.71,0.11,0.09,0.89
2950,Skelly,24.0,916,45.2,1016,0.9,66.1,4.5,61,1569,0.58,0.13,0.65,0.09,0.1,0.93
2951,Fly,32.0,2327,43.9,2682,0.87,62.6,2.6,142,3649,0.64,0.13,0.73,0.1,0.09,0.89
2952,TheOne,26.0,2798,54.2,3238,0.86,68.5,2.4,177,4586,0.61,0.12,0.71,0.09,0.08,0.95
2953,gulito,22.0,1864,50.1,2121,0.88,62.0,4.8,122,3193,0.58,0.1,0.66,0.09,0.09,0.9
2955,Vladimus,24.0,339,52.5,402,0.84,70.0,3.6,23,550,0.62,0.15,0.73,0.09,0.11,0.91
2956,wasiNk,26.0,2198,53.1,2504,0.88,69.3,4.8,135,3613,0.61,0.13,0.69,0.1,0.1,0.94
2957,sonic,27.0,3327,40.3,3795,0.88,67.9,4.4,210,5458,0.61,0.13,0.7,0.09,0.08,0.89
2958,Maiko,26.0,2381,46.7,2719,0.88,67.5,1.7,148,3943,0.6,0.13,0.69,0.11,0.08,0.95
2959,Explicit,36.0,1220,41.5,1412,0.86,74.9,5.8,79,1921,0.64,0.18,0.74,0.1,0.09,0.89
2961,kani,24.0,530,49.4,618,0.86,65.6,3.7,35,897,0.59,0.11,0.69,0.09,0.08,0.89
2962,Tank,23.0,2033,52.0,2347,0.87,72.3,2.8,125,3176,0.64,0.13,0.74,0.1,0.1,0.93
2963,Misfit,26.0,822,34.2,941,0.87,69.7,3.7,51,1317,0.62,0.11,0.71,0.07,0.09,0.93
2964,ExtasY,22.0,482,57.9,589,0.82,72.3,4.7,31,747,0.65,0.13,0.79,0.11,0.1,0.92
2965,blacktear5,20.0,495,50.3,569,0.87,71.7,7.2,32,830,0.6,0.16,0.69,0.1,0.1,0.95
2966,ScrunK,26.0,13951,46.7,16229,0.86,71.4,6.7,855,22740,0.61,0.14,0.71,0.1,0.08,0.89
2967,SpyDaemoN,31.0,2309,44.2,2625,0.88,70.5,4.3,142,3772,0.61,0.14,0.7,0.08,0.07,0.94
2968,rhys,20.0,487,54.8,559,0.87,65.8,4.9,30,794,0.61,0.11,0.7,0.11,0.14,0.91
2969,Mistyy,19.0,536,42.4,613,0.87,68.1,2.8,34,869,0.62,0.12,0.71,0.09,0.09,0.94
2970,Prodigy,19.0,2686,60.4,3169,0.85,70.5,2.7,165,4190,0.64,0.12,0.76,0.11,0.11,0.92
2971,Malikof,28.0,817,53.0,961,0.85,71.6,4.3,54,1335,0.61,0.15,0.72,0.1,0.11,0.96
2973,FIOURN,25.0,3825,57.0,4425,0.86,69.6,2.5,234,6034,0.63,0.12,0.73,0.11,0.1,0.93
2974,kikoff,29.0,1123,45.9,1301,0.86,68.9,3.2,69,1753,0.64,0.13,0.74,0.1,0.12,0.88
2975,awesome,19.0,647,29.4,721,0.9,64.8,2.1,40,1075,0.6,0.09,0.67,0.07,0.06,0.93
2976,Harryyy,22.0,310,42.9,346,0.9,70.3,2.6,20,495,0.63,0.13,0.7,0.14,0.07,0.99
2977,eDi,21.0,3566,48.9,4110,0.87,71.2,5.6,220,5868,0.61,0.14,0.7,0.1,0.1,0.95
2978,Caily,24.0,313,57.2,374,0.84,73.2,5.6,20,503,0.62,0.15,0.74,0.08,0.09,0.91
2979,pkn,24.0,500,46.2,590,0.85,73.6,4.3,29,794,0.63,0.15,0.74,0.09,0.07,0.88
2980,zirken,24.0,426,35.2,491,0.87,65.4,2.3,26,700,0.61,0.09,0.7,0.08,0.08,0.93
2981,som,30.0,410,43.2,474,0.86,70.2,7.1,26,661,0.62,0.13,0.72,0.12,0.09,0.88
2982,sarenii,23.0,4331,48.7,4992,0.87,71.3,4.6,264,6982,0.62,0.14,0.71,0.11,0.09,0.96
2983,soni,24.0,766,56.1,886,0.86,70.9,4.7,50,1243,0.62,0.14,0.71,0.11,0.1,0.94
2984,LEGOO,26.0,351,48.1,415,0.85,67.6,4.9,23,591,0.59,0.12,0.7,0.11,0.09,0.88
2985,karl,33.0,2256,36.1,2542,0.89,69.0,4.0,146,3717,0.61,0.13,0.68,0.09,0.09,0.88
2986,cadzor,23.0,395,44.6,451,0.88,63.0,4.9,22,649,0.61,0.14,0.69,0.09,0.06,0.88
2987,blackhawk,24.0,665,48.0,761,0.87,70.2,3.9,40,1081,0.62,0.12,0.7,0.09,0.09,0.95
2988,akioni,29.0,980,38.8,1140,0.86,74.8,2.5,59,1527,0.64,0.16,0.75,0.11,0.11,0.88
2989,garzeN,22.0,529,37.6,611,0.87,73.3,5.0,32,811,0.65,0.14,0.75,0.14,0.13,0.97
2990,fanatyk,22.0,1678,50.1,1919,0.87,66.6,3.3,104,2828,0.59,0.11,0.68,0.09,0.08,0.92
2992,dvn,25.0,516,57.8,590,0.87,76.2,4.8,31,777,0.66,0.16,0.76,0.12,0.13,0.88
2993,CyderX,20.0,1680,56.1,1929,0.87,69.4,6.0,107,2824,0.59,0.13,0.68,0.08,0.08,0.94
2994,Kyojin,22.0,2305,60.0,2646,0.87,64.5,2.7,153,4014,0.57,0.12,0.66,0.12,0.1,0.94
2995,spat1ch,24.0,2138,53.9,2461,0.87,67.5,2.5,137,3493,0.61,0.1,0.7,0.09,0.09,0.88
2997,ERIC,24.0,376,58.0,446,0.84,67.8,3.5,24,601,0.63,0.13,0.74,0.11,0.1,0.92
2998,zisa,27.0,800,52.5,930,0.86,74.4,4.3,49,1254,0.64,0.16,0.74,0.11,0.09,0.88
2999,Prism,23.0,1792,49.8,2088,0.86,71.0,5.2,108,2912,0.62,0.14,0.72,0.11,0.11,0.93
3000,yAmi,16.0,738,65.9,852,0.87,67.1,3.0,46,1207,0.61,0.09,0.71,0.07,0.08,0.92
3001,SARANOSTRA,26.0,483,63.4,573,0.84,68.7,1.8,30,750,0.64,0.09,0.76,0.09,0.09,0.87
3003,deathX,32.0,540,28.9,626,0.86,56.7,1.4,35,868,0.62,0.1,0.72,0.11,0.08,0.88
3004,Badshah,29.0,1052,45.8,1221,0.86,69.7,3.4,66,1708,0.62,0.14,0.71,0.1,0.1,0.88
3005,Enzo,23.0,2197,47.6,2537,0.87,72.2,5.2,130,3581,0.61,0.14,0.71,0.08,0.08,0.95
3006,Magic,21.0,399,38.3,468,0.85,70.7,3.0,24,621,0.64,0.12,0.75,0.13,0.09,0.92
3007,Sheva,27.0,847,56.6,979,0.87,69.4,3.8,53,1352,0.63,0.13,0.72,0.09,0.09,0.88
3008,4yk,24.0,753,52.3,886,0.85,75.7,2.6,46,1138,0.66,0.12,0.78,0.08,0.08,0.93
3009,Riczi Maszynka,24.0,715,49.5,825,0.87,67.1,3.7,43,1175,0.61,0.11,0.7,0.1,0.1,0.91
3011,Chuky,28.0,1825,40.4,2112,0.86,67.5,2.4,115,2957,0.62,0.11,0.71,0.11,0.1,0.91
3012,Lambert,30.0,11962,37.1,13543,0.88,63.4,3.6,775,20411,0.59,0.11,0.66,0.09,0.08,0.88
3013,Fox,27.0,529,41.0,634,0.83,72.2,3.7,33,853,0.62,0.16,0.74,0.11,0.09,0.94
3014,MYTH,22.0,403,50.1,470,0.86,62.2,2.4,26,696,0.58,0.1,0.68,0.1,0.13,0.93
3015,SkippeR,23.0,1516,49.1,1795,0.84,70.7,3.9,88,2417,0.63,0.13,0.74,0.1,0.1,0.91
3016,rEcki,32.0,372,52.2,437,0.85,56.6,2.0,24,595,0.63,0.15,0.73,0.09,0.09,0.88
3017,NANO,22.0,585,44.6,688,0.85,72.2,4.8,39,947,0.62,0.17,0.73,0.13,0.11,0.94
3020,Foking,33.0,1466,47.1,1739,0.84,72.7,2.8,90,2298,0.64,0.17,0.76,0.12,0.08,0.88
3021,JoshRT,30.0,4672,36.4,5476,0.85,70.9,5.2,290,7432,0.63,0.14,0.74,0.11,0.09,0.88
3022,Gregas,23.0,441,57.1,506,0.87,65.7,3.9,28,742,0.59,0.11,0.68,0.13,0.1,0.92
3023,tENSKI,21.0,1373,44.7,1566,0.88,69.0,4.7,86,2238,0.61,0.14,0.7,0.12,0.11,0.94
3024,ToMi,26.0,600,47.3,694,0.86,67.5,2.7,38,994,0.6,0.14,0.7,0.11,0.09,0.95
3025,jonba,28.0,430,50.5,502,0.86,71.6,3.7,26,683,0.63,0.14,0.73,0.09,0.08,0.88
3026,Jelo,22.0,1532,53.0,1782,0.86,66.5,4.4,98,2583,0.59,0.11,0.69,0.09,0.11,0.93
3027,JD,20.0,6071,47.0,7176,0.85,71.2,5.0,374,9620,0.63,0.15,0.75,0.12,0.09,0.94
3028,PONKUS,27.0,616,46.1,732,0.84,75.5,1.7,38,989,0.62,0.16,0.74,0.1,0.08,0.88
3029,zmb,23.0,2046,38.7,2436,0.84,68.6,4.5,130,3348,0.61,0.12,0.73,0.11,0.08,0.94
3030,JORDAN,30.0,2698,49.0,3144,0.86,69.5,5.2,177,4458,0.61,0.15,0.71,0.12,0.1,0.88
3031,Attiaz,26.0,352,42.9,419,0.84,60.5,4.2,23,597,0.59,0.14,0.7,0.1,0.07,0.88
3032,Ck--,26.0,593,47.0,699,0.85,66.3,3.1,38,966,0.61,0.12,0.72,0.12,0.11,0.92
3033,masti,32.0,371,49.3,439,0.85,69.0,3.1,21,610,0.61,0.12,0.72,0.09,0.05,0.88
3034,Chiswell,24.0,553,40.1,644,0.86,67.8,3.0,36,891,0.62,0.11,0.72,0.11,0.09,0.92
3035,dukka,26.0,2451,50.7,2918,0.84,70.8,4.1,155,3983,0.62,0.13,0.73,0.1,0.09,0.92
3037,BanGa,27.0,1776,49.8,2087,0.85,72.9,2.1,108,2734,0.65,0.12,0.76,0.1,0.11,0.88
3038,XyG,23.0,1194,48.7,1398,0.85,69.0,2.5,76,1928,0.62,0.13,0.73,0.12,0.11,0.93
3039,hug,22.0,468,52.4,552,0.85,71.7,3.6,29,739,0.63,0.13,0.75,0.1,0.1,0.94
3040,Mxtique,25.0,355,35.8,429,0.83,68.4,2.2,22,568,0.62,0.1,0.76,0.11,0.08,0.91
3042,BekSih,22.0,750,47.9,871,0.86,71.7,2.5,45,1171,0.64,0.12,0.74,0.09,0.1,0.91
3043,PRISM,25.0,1047,51.8,1240,0.84,66.8,4.2,69,1746,0.6,0.11,0.71,0.09,0.08,0.9
3044,ExToSee,24.0,329,46.5,390,0.84,69.9,2.0,21,512,0.64,0.11,0.76,0.11,0.14,0.9
3045,kotk,28.0,1648,39.1,1902,0.87,72.8,4.0,101,2648,0.62,0.15,0.72,0.1,0.11,0.88
3046,tropiiical,21.0,2284,58.2,2661,0.86,69.7,4.1,141,3637,0.63,0.13,0.73,0.11,0.1,0.95
3047,avm,24.0,447,51.0,523,0.85,75.3,3.7,26,700,0.64,0.14,0.75,0.08,0.08,0.93
3048,SnypeR,35.0,2239,45.5,2582,0.87,68.8,5.3,149,3765,0.59,0.14,0.69,0.07,0.07,0.87
3049,hammy,23.0,349,55.0,411,0.85,69.4,4.8,21,575,0.61,0.14,0.71,0.11,0.09,0.95
3050,sorriz,26.0,306,50.0,358,0.85,73.5,3.5,20,500,0.61,0.15,0.72,0.07,0.14,0.87
3051,acl,24.0,2647,46.5,3073,0.86,69.8,2.8,167,4355,0.61,0.15,0.71,0.12,0.11,0.95
3052,flowsicK,30.0,6257,47.4,7304,0.86,73.6,3.7,395,10074,0.62,0.15,0.73,0.11,0.08,0.87
3053,Per0N,22.0,906,48.9,1068,0.85,67.6,3.5,55,1500,0.6,0.11,0.71,0.1,0.11,0.91
3054,paperboy,24.0,1708,47.5,1936,0.88,63.4,1.9,111,2862,0.6,0.11,0.68,0.12,0.13,0.92
3055,MinusTheCoffee,24.0,306,30.1,347,0.88,70.4,3.8,20,503,0.61,0.13,0.69,0.09,0.09,0.95
3056,ArT,31.0,449,41.0,523,0.86,66.9,1.5,31,752,0.6,0.16,0.7,0.07,0.1,0.87
3057,Hannibal,35.0,1307,40.8,1505,0.87,65.2,2.8,92,2272,0.58,0.14,0.66,0.1,0.08,0.92
3058,GRAMPZ,26.0,2837,41.3,3288,0.86,69.2,2.8,182,4642,0.61,0.14,0.71,0.11,0.1,0.87
3059,BERRY,31.0,12946,38.0,15271,0.85,71.7,5.8,799,20911,0.62,0.15,0.73,0.1,0.08,0.87
3060,epoh,22.0,362,44.8,421,0.86,68.3,2.2,23,599,0.6,0.13,0.7,0.11,0.09,0.93
3061,muR,20.0,990,58.6,1154,0.86,63.4,3.7,63,1698,0.58,0.09,0.68,0.09,0.09,0.89
3062,Fiend,27.0,2088,36.8,2475,0.84,74.0,2.7,127,3298,0.63,0.15,0.75,0.11,0.07,0.95
3063,d3k,24.0,419,58.2,508,0.82,65.4,2.8,26,711,0.59,0.12,0.71,0.08,0.07,0.89
3064,fabi,28.0,1932,49.2,2280,0.85,65.8,5.0,119,3273,0.59,0.12,0.7,0.1,0.08,0.87
3065,nova4u,26.0,376,49.2,441,0.85,71.4,2.9,23,591,0.64,0.11,0.75,0.1,0.09,0.94
3066,dox,20.0,1106,41.8,1288,0.86,69.6,5.0,64,1811,0.61,0.14,0.71,0.11,0.08,0.95
3067,birdfromsky,28.0,10802,42.4,12526,0.86,72.0,7.4,676,18105,0.6,0.17,0.69,0.14,0.09,0.98
3068,hussaR,24.0,613,50.6,716,0.86,71.0,4.9,36,970,0.63,0.11,0.74,0.1,0.09,0.93
3069,Icarus,19.0,319,55.8,376,0.85,67.4,2.5,22,534,0.6,0.1,0.7,0.11,0.1,0.9
3070,cptkurtka023,22.0,572,58.7,673,0.85,71.7,3.7,35,934,0.61,0.14,0.72,0.12,0.13,0.97
3071,xiN,25.0,592,31.6,682,0.87,64.2,2.5,39,989,0.6,0.09,0.69,0.07,0.1,0.87
3072,outwerk,23.0,661,54.6,799,0.83,70.6,5.5,41,1075,0.61,0.15,0.74,0.1,0.09,0.93
3073,FreakY,20.0,311,35.0,374,0.83,70.5,2.8,20,521,0.6,0.17,0.72,0.11,0.08,0.96
3075,rayn,19.0,1269,47.3,1554,0.82,68.7,2.5,81,2015,0.63,0.11,0.77,0.11,0.09,0.91
3076,Dewey,31.0,650,37.8,758,0.86,67.4,3.0,42,1077,0.6,0.14,0.7,0.14,0.12,0.94
3077,gstus,31.0,637,45.4,745,0.86,68.6,5.6,40,1063,0.6,0.19,0.7,0.07,0.07,0.87
3078,Owen$inhoM,20.0,1670,47.1,1962,0.85,69.2,3.8,105,2686,0.62,0.11,0.73,0.11,0.1,0.92
3079,THRILA,20.0,686,47.5,815,0.84,72.4,3.5,42,1107,0.62,0.12,0.74,0.11,0.11,0.91
3080,dixyi,23.0,352,46.9,408,0.86,68.6,6.2,23,588,0.6,0.13,0.69,0.08,0.08,0.91
3081,hybr1d,28.0,753,42.5,884,0.85,72.4,3.8,44,1164,0.65,0.15,0.76,0.13,0.14,0.94
3082,jayketh,20.0,499,53.3,599,0.83,74.5,2.3,32,777,0.64,0.11,0.77,0.08,0.11,0.89
3083,Kim,25.0,399,44.9,468,0.85,69.6,6.4,22,655,0.61,0.16,0.71,0.09,0.09,0.93
3084,zecK,28.0,2390,36.7,2812,0.85,67.7,3.2,155,3905,0.61,0.13,0.72,0.1,0.1,0.87
3085,swede,24.0,2823,49.3,3351,0.84,70.9,4.1,171,4477,0.63,0.14,0.75,0.1,0.1,0.93
3086,exzU,27.0,439,39.6,518,0.85,69.8,2.1,27,723,0.61,0.13,0.72,0.1,0.1,0.93
3087,546,27.0,626,43.5,738,0.85,71.9,4.8,38,985,0.64,0.14,0.75,0.12,0.1,0.94
3088,zlynx,28.0,4595,46.5,5493,0.84,69.0,3.0,286,7518,0.61,0.15,0.73,0.11,0.08,0.87
3089,wengli,23.0,329,47.1,400,0.82,68.6,3.3,20,519,0.63,0.13,0.77,0.1,0.09,0.89
3090,Golz,30.0,1800,42.2,2156,0.83,68.6,4.4,119,2937,0.61,0.18,0.73,0.1,0.08,0.87
3091,kamaz1k,26.0,968,51.9,1149,0.84,72.0,3.1,65,1565,0.62,0.14,0.73,0.1,0.11,0.87
3092,kziN,24.0,1326,44.9,1584,0.84,72.7,5.8,80,2134,0.62,0.16,0.74,0.1,0.08,0.94
3094,nawrot,23.0,9637,47.0,11348,0.85,66.2,3.9,595,15962,0.6,0.12,0.71,0.1,0.09,0.92
3095,MAR1ON,30.0,1577,40.0,1866,0.85,69.5,2.9,103,2582,0.61,0.14,0.72,0.09,0.08,0.87
3096,IceBerg,21.0,3748,54.9,4509,0.83,69.6,3.4,228,6001,0.62,0.13,0.75,0.12,0.1,0.92
3098,daps,28.0,15610,40.2,18006,0.87,66.5,4.4,1038,27117,0.58,0.14,0.66,0.1,0.07,0.87
3101,montE,29.0,2582,41.2,3011,0.86,69.5,5.7,166,4361,0.59,0.16,0.69,0.11,0.1,0.87
3102,spyn,25.0,1497,50.0,1759,0.85,69.7,2.3,95,2398,0.62,0.11,0.73,0.08,0.07,0.87
3104,Ayes,24.0,720,50.6,831,0.87,71.5,3.3,43,1162,0.62,0.15,0.72,0.1,0.11,0.93
3105,PREDI,22.0,2067,44.3,2479,0.83,74.5,4.0,126,3237,0.64,0.15,0.77,0.1,0.09,0.95
3108,Dezibel,26.0,5420,37.0,6277,0.86,68.2,5.9,361,9269,0.58,0.15,0.68,0.1,0.08,0.93
3109,nco,27.0,574,43.9,697,0.82,70.2,3.0,38,927,0.62,0.12,0.75,0.08,0.09,0.91
3111,knightmare,21.0,802,47.4,944,0.85,74.4,3.6,48,1245,0.64,0.15,0.76,0.11,0.09,0.94
3112,spidok,23.0,1006,46.2,1192,0.84,67.6,3.8,67,1682,0.6,0.13,0.71,0.12,0.11,0.93
3113,3nable,22.0,685,44.7,803,0.85,68.0,3.3,44,1159,0.59,0.15,0.69,0.1,0.1,0.93
3114,spielz,25.0,1891,50.7,2277,0.83,66.8,4.1,116,3118,0.61,0.12,0.73,0.11,0.1,0.87
3115,KroNoZ,24.0,664,48.8,781,0.85,69.5,4.4,41,1063,0.62,0.13,0.73,0.11,0.1,0.93
3116,Stepa,19.0,410,41.2,476,0.86,65.0,3.6,25,684,0.6,0.12,0.7,0.11,0.08,0.9
3117,Siberia,27.0,927,45.8,1091,0.85,74.1,5.2,55,1487,0.62,0.16,0.73,0.08,0.08,0.97
3118,HPS,16.0,1007,46.5,1175,0.86,70.5,4.4,62,1678,0.6,0.14,0.7,0.13,0.11,0.96
3119,spy,23.0,472,41.3,575,0.82,70.1,2.7,29,753,0.63,0.13,0.76,0.1,0.09,0.9
3120,MistFire,22.0,766,48.3,924,0.83,74.6,2.1,46,1206,0.64,0.14,0.77,0.09,0.08,0.93
3121,Powerzz,24.0,1687,56.1,2013,0.84,66.1,2.7,107,2817,0.6,0.11,0.71,0.11,0.1,0.9
3122,maaRaa,31.0,2933,39.8,3465,0.85,66.3,3.0,191,4890,0.6,0.12,0.71,0.1,0.07,0.87
3123,micro,19.0,1198,50.6,1451,0.83,72.7,4.2,70,1874,0.64,0.14,0.77,0.13,0.11,0.94
3124,madc,29.0,1043,42.4,1237,0.84,65.8,4.8,69,1734,0.6,0.15,0.71,0.11,0.08,0.87
3125,blink,28.0,330,45.8,389,0.85,64.3,3.3,22,547,0.6,0.1,0.71,0.1,0.09,0.88
3126,LefteriY,22.0,1438,50.5,1693,0.85,68.4,2.2,89,2366,0.61,0.12,0.72,0.11,0.08,0.93
3127,aNdz,29.0,3513,48.2,4169,0.84,66.7,3.9,224,5863,0.6,0.12,0.71,0.1,0.08,0.87
